AAAA,0.157164869029
AAAB,0.171032357473
AAAC,0.0739599383667
AAAD,0.0107858243451
AAAE,0.00770416024653
AAAF,0.00154083204931
AAAG,0.00924499229584
AAAH,0.00924499229584
AAAI,0.00770416024653
AAAJ,0.00308166409861
AABA,0.00308166409861
AABB,0.00308166409861
AABC,0.00308166409861
AABD,0.00154083204931
AABE,0.00154083204931
AABF,0.00154083204931
AABG,0.00770416024653
AABH,0.00462249614792
AABI,0.00154083204931
AABJ,0.00770416024653
AACA,0.00462249614792
AACB,0.00616332819723
AACC,0.00154083204931
AACD,0.00308166409861
AACE,0.00154083204931
AACF,0.00462249614792
AACG,0.0138674884438
AACH,0.0138674884438
AACI,0.00308166409861
AACJ,0.00924499229584
AADA,0.0138674884438
AADB,0.00770416024653
AADC,0.00924499229584
AADD,0.00770416024653
AADE,0.00308166409861
AADF,0.00154083204931
AADG,0.00154083204931
AADH,0.00924499229584
AADI,0.00462249614792
AADJ,0.00616332819723
AAEA,0.00308166409861
AAEB,0.00308166409861
AAEC,0.00308166409861
AAED,0.00308166409861
AAEE,0.00308166409861
AAEF,0.00462249614792
AAEG,0.00616332819723
AAEH,0.0107858243451
AAEI,0.00924499229584
AAEJ,0.00462249614792
AAFA,0.00308166409861
AAFB,0.00154083204931
AAFC,0.00154083204931
AAFD,0.00308166409861
AAFE,0.00154083204931
AAFF,0.00154083204931
AAFG,0.00154083204931
AAFH,0.00770416024653
AAFI,0.00462249614792
AAFJ,0.00462249614792
AAGA,0.00154083204931
AAGB,0.00308166409861
AAGC,0.00154083204931
AAGD,0.00154083204931
AAGE,0.00154083204931
AAGF,0.0154083204931
AAGG,0.00308166409861
AAGH,0.00154083204931
AAGI,0.00616332819723
AAGJ,0.00462249614792
AAHA,0.00154083204931
AAHB,0.00154083204931
AAHC,0.00154083204931
AAHD,0.00462249614792
AAHE,0.00154083204931
AAHF,0.00154083204931
AAHG,0.00154083204931
AAHH,0.00154083204931
AAHI,0.00154083204931
AAHJ,0.00154083204931
AAIA,0.00154083204931
AAIB,0.00154083204931
AAIC,0.00154083204931
AAID,0.00308166409861
AAIE,0.00308166409861
AAIF,0.00308166409861
AAIG,0.00154083204931
AAIH,0.00154083204931
AAII,0.00616332819723
AAIJ,0.00308166409861
AAJA,0.00308166409861
AAJB,0.00154083204931
AAJC,0.00308166409861
AAJD,0.00154083204931
AAJE,0.00154083204931
AAJF,0.00154083204931
AAJG,0.00154083204931
AAJH,0.00154083204931
AAJI,0.00154083204931
AAJJ,0.00154083204931
ABAA,0.00154083204931
ABAB,0.00308166409861
ABAC,0.00154083204931
ABAD,0.00154083204931
ABAE,0.00154083204931
ABAF,0.00308166409861
ABAG,0.00154083204931
ABAH,0.00154083204931
ABAI,0.00154083204931
ABAJ,0.00154083204931
ABBA,0.00154083204931
ABBB,0.00154083204931
ABBC,0.00462249614792
ABBD,0.00308166409861
ABBE,0.00154083204931
ABBF,0.00308166409861
ABBG,0.00154083204931
ABBH,0.00154083204931
ABBI,0.00154083204931
ABBJ,0.00154083204931
ABCA,0.00154083204931
ABCB,0.00308166409861
ABCC,0.00154083204931
ABCD,0.00154083204931
ABCE,0.00154083204931
ABCF,0.00154083204931
ABCG,0.00616332819723
ABCH,0.00616332819723
ABCI,0.00154083204931
ABCJ,0.00154083204931
ABDA,0.00154083204931
ABDB,0.00308166409861
ABDC,0.00308166409861
ABDD,0.00154083204931
ABDE,0.00154083204931
ABDF,0.00308166409861
ABDG,0.00154083204931
ABDH,0.00154083204931
ABDI,0.00154083204931
ABDJ,0.00308166409861
ABEA,0.00154083204931
ABEB,0.00154083204931
ABEC,0.00154083204931
ABED,0.00154083204931
ABEE,0.00308166409861
ABEF,0.00308166409861
ABEG,0.00462249614792
ABEH,0.00154083204931
ABEI,0.00308166409861
ABEJ,0.00462249614792
ABFA,0.00154083204931
ABFB,0.00154083204931
ABFC,0.0416024653313
ABFD,0.0416024653313
ABFE,0.00154083204931
ABFF,0.0
ABFG,0.0
ABFH,0.0
ABFI,0.0
ABFJ,0.0
ABGA,0.0
ABGB,0.0
ABGC,0.0
ABGD,0.0
ABGE,0.0
ABGF,0.0
ABGG,0.0
ABGH,0.0
ABGI,0.0
ABGJ,0.0
ABHA,0.0
ABHB,0.0
ABHC,0.0
ABHD,0.0
ABHE,0.0
ABHF,0.0
ABHG,0.0
ABHH,0.0
ABHI,0.0
ABHJ,0.0
ABIA,0.0
ABIB,0.0
ABIC,0.0
ABID,0.0
ABIE,0.0
ABIF,0.0
ABIG,0.0
ABIH,0.0
ABII,0.0
ABIJ,0.0
ABJA,0.0
ABJB,0.0
ABJC,0.0
ABJD,0.0
ABJE,0.0
ABJF,0.0
ABJG,0.0
ABJH,0.0
ABJI,0.0
ABJJ,0.0
ACAA,0.0
ACAB,0.0
ACAC,0.0
ACAD,0.0
ACAE,0.0
ACAF,0.0
ACAG,0.0
ACAH,0.0
ACAI,0.0
ACAJ,0.0
ACBA,0.0
ACBB,0.0
ACBC,0.0
ACBD,0.0
ACBE,0.0
ACBF,0.0
ACBG,0.0
ACBH,0.0
ACBI,0.0
ACBJ,0.0
ACCA,0.0
ACCB,0.0
ACCC,0.0
ACCD,0.0
ACCE,0.0
ACCF,0.0
ACCG,0.0
ACCH,0.0
ACCI,0.0
ACCJ,0.0
ACDA,0.0
ACDB,0.0
ACDC,0.0
ACDD,0.0
ACDE,0.0
ACDF,0.0
ACDG,0.0
ACDH,0.0
ACDI,0.0
ACDJ,0.0
ACEA,0.0
ACEB,0.0
ACEC,0.0
ACED,0.0
ACEE,0.0
ACEF,0.0
ACEG,0.0
ACEH,0.0
ACEI,0.0
ACEJ,0.0
ACFA,0.0
ACFB,0.0
ACFC,0.0
ACFD,0.0
ACFE,0.0
ACFF,0.0
ACFG,0.0
ACFH,0.0
ACFI,0.0
ACFJ,0.0
ACGA,0.0
ACGB,0.0
ACGC,0.0
ACGD,0.0
ACGE,0.0
ACGF,0.0
ACGG,0.0
ACGH,0.0
ACGI,0.0
ACGJ,0.0
ACHA,0.0
ACHB,0.0
ACHC,0.0
ACHD,0.0
ACHE,0.0
ACHF,0.0
ACHG,0.0
ACHH,0.0
ACHI,0.0
ACHJ,0.0
ACIA,0.0
ACIB,0.0
ACIC,0.0
ACID,0.0
ACIE,0.0
ACIF,0.0
ACIG,0.0
ACIH,0.0
ACII,0.0
ACIJ,0.0
ACJA,0.0
ACJB,0.0
ACJC,0.0
ACJD,0.0
ACJE,0.0
ACJF,0.0
ACJG,0.0
ACJH,0.0
ACJI,0.0
ACJJ,0.0
ADAA,0.0
ADAB,0.0
ADAC,0.0
ADAD,0.0
ADAE,0.0
ADAF,0.0
ADAG,0.0
ADAH,0.0
ADAI,0.0
ADAJ,0.0
ADBA,0.0
ADBB,0.0
ADBC,0.0
ADBD,0.0
ADBE,0.0
ADBF,0.0
ADBG,0.0
ADBH,0.0
ADBI,0.0
ADBJ,0.0
ADCA,0.0
ADCB,0.0
ADCC,0.0
ADCD,0.0
ADCE,0.0
ADCF,0.0
ADCG,0.0
ADCH,0.0
ADCI,0.0
ADCJ,0.0
ADDA,0.0
ADDB,0.0
ADDC,0.0
ADDD,0.0
ADDE,0.0
ADDF,0.0
ADDG,0.0
ADDH,0.0
ADDI,0.0
ADDJ,0.0
ADEA,0.0
ADEB,0.0
ADEC,0.0
ADED,0.0
ADEE,0.0
ADEF,0.0
ADEG,0.0
ADEH,0.0
ADEI,0.0
ADEJ,0.0
ADFA,0.0
ADFB,0.0
ADFC,0.0
ADFD,0.0
ADFE,0.0
ADFF,0.0
ADFG,0.0
ADFH,0.0
ADFI,0.0
ADFJ,0.0
ADGA,0.0
ADGB,0.0
ADGC,0.0
ADGD,0.0
ADGE,0.0
ADGF,0.0
ADGG,0.0
ADGH,0.0
ADGI,0.0
ADGJ,0.0
ADHA,0.0
ADHB,0.0
ADHC,0.0
ADHD,0.0
ADHE,0.0
ADHF,0.0
ADHG,0.0
ADHH,0.0
ADHI,0.0
ADHJ,0.0
ADIA,0.0
ADIB,0.0
ADIC,0.0
ADID,0.0
ADIE,0.0
ADIF,0.0
ADIG,0.0
ADIH,0.0
ADII,0.0
ADIJ,0.0
ADJA,0.0
ADJB,0.0
ADJC,0.0
ADJD,0.0
ADJE,0.0
ADJF,0.0
ADJG,0.0
ADJH,0.0
ADJI,0.0
ADJJ,0.0
AEAA,0.0
AEAB,0.0
AEAC,0.0
AEAD,0.0
AEAE,0.0
AEAF,0.0
AEAG,0.0
AEAH,0.0
AEAI,0.0
AEAJ,0.0
AEBA,0.0
AEBB,0.0
AEBC,0.0
AEBD,0.0
AEBE,0.0
AEBF,0.0
AEBG,0.0
AEBH,0.0
AEBI,0.0
AEBJ,0.0
AECA,0.0
AECB,0.0
AECC,0.0
AECD,0.0
AECE,0.0
AECF,0.0
AECG,0.0
AECH,0.0
AECI,0.0
AECJ,0.0
AEDA,0.0
AEDB,0.0
AEDC,0.0
AEDD,0.0
AEDE,0.0
AEDF,0.0
AEDG,0.0
AEDH,0.0
AEDI,0.0
AEDJ,0.0
AEEA,0.0
AEEB,0.0
AEEC,0.0
AEED,0.0
AEEE,0.0
AEEF,0.0
AEEG,0.0
AEEH,0.0
AEEI,0.0
AEEJ,0.0
AEFA,0.0
AEFB,0.0
AEFC,0.0
AEFD,0.0
AEFE,0.0
AEFF,0.0
AEFG,0.0
AEFH,0.0
AEFI,0.0
AEFJ,0.0
AEGA,0.0
AEGB,0.0
AEGC,0.0
AEGD,0.0
AEGE,0.0
AEGF,0.0
AEGG,0.0
AEGH,0.0
AEGI,0.0
AEGJ,0.0
AEHA,0.0
AEHB,0.0
AEHC,0.0
AEHD,0.0
AEHE,0.0
AEHF,0.0
